Name,Account,Age,PhoneNumber,Email,City,Region,Country,Married,EducationLevel,Income,Average of Debit Transaction,Max of Debit Transaction,Sum of Debit Transaction,Count of Debit Transaction,Average of Credit Transaction,Max of Credit Transaction,Sum of Credit Transaction,Count of Credit Transaction,TotalOfLoan,TotalOfLoan(Outstanding),"GovStatus(Normal,Bankruptcy(current),Bankruptcy(past),PEP)",Anti bribery and corruption,Money laundering,Terrorist financing,Foreign Account Tax Compliance Act (FATCA),Fraud case
Tobias,1.67E+12,0.41,16340611-0381,a@congueelit.net,0.909090909,0.363636364,0.181818182,1,0,0.72792169,0.638223269,0.072422096,0.855230745,0.617925846,0.892667206,0.334325821,0.777413912,0.712193821,0.076565634,0.544034311,0.5,0,1,0,1,1
Kevyn,1.65E+12,0.01,16361207-7663,ultricies.dignissim.lacus@necluctusfelis.net,0.272727273,0.818181818,0.727272727,0,1,0.188839895,0.405389017,0.299000538,0.344392477,0.22941843,0.697684993,0.288960414,0.487968745,0.323555065,0.262641245,0.783353679,0.5,0,1,0,1,0
Stephen,1.60E+12,0.8,16790610-2954,mi@Quisque.com,0.818181818,0.454545455,0.727272727,0,0.5,0.653186427,0.572130973,0.858124772,0.37559538,0.174630885,0.945629092,0.570762995,0.792348999,0.214323772,0.647972098,0.620127751,1,0,0,0,0,1
Rachel,1.63E+12,0.71,16120609-1611,odio@velitjustonec.net,0.636363636,0.545454545,0.636363636,0,0.5,0.377848951,0.186941623,0.913254562,0.440771591,0.647797764,0.702617031,0.903999139,0.464396252,0.50429165,0.028062355,0.382137915,0,1,0,1,1,0
Kameko,1.69E+12,0.37,16530425-9533,nec@arcuVivamussit.ca,0.909090909,0.454545455,0.818181818,0,0.5,0.92313331,0.025817076,0.241599111,0.19928212,0.723218989,0.392183512,0.371362504,0.755847679,0.495922468,0.337571677,0.788902307,0,1,0,1,0,0
Bianca,1.69E+12,0.89,16211209-7999,nibh.lacinia@non.co.uk,0.636363636,0.454545455,0.090909091,1,1,0.870738556,0.376125855,0.552970905,0.157241999,0.248319863,0.317234585,0.281321949,0.061527155,0.0448731,0.990600913,0.392825036,0.5,1,1,1,1,0
Charissa,1.70E+12,0.86,16550317-8393,sed.turpis.nec@posuerecubiliaCurae.edu,0.272727273,0.545454545,0.909090909,1,0,0.640014435,0.506775304,0.906872908,0.035064651,0.649976754,0.507065854,0.260946774,0.472729748,0.568328027,0.388638879,0.926720258,0,0,0,0,1,1
Patience,1.61E+12,0.2,16780608-9558,placerat.velit@arcueu.org,0.545454545,0.545454545,0.181818182,1,0,0.291407757,0.334996747,0.168804066,0.155240089,0.49181655,0.720980413,0.960050891,0.299979383,0.850452671,0.742778643,0.233013879,0.5,1,1,0,0,1
Yetta,1.63E+12,0.64,16380105-1883,nec.ante@Maurismolestie.net,0.818181818,0.727272727,0.909090909,1,0.5,0.891500231,0.540091854,0.06202282,0.588643547,0.377163673,0.738202859,0.353639553,0.321178572,0.958538074,0.892532282,0.624481698,0,0,1,0,0,1
Zena,1.64E+12,0.09,16260229-2290,magna.Sed.eu@Vivamusrhoncus.net,0.909090909,0.727272727,0.363636364,0,0,0.399625591,0.42579024,0.061092877,0.511976052,0.907354341,0.492739591,0.106140523,0.449553553,0.848978516,0.597498228,0.471656243,0.5,1,0,1,1,0
Leah,1.61E+12,0.73,16990423-9846,elit.Nulla.facilisi@augueac.net,0.272727273,0.363636364,0.363636364,1,0.5,0.222525459,0.050961203,0.383812987,0.886137976,0.408395103,0.993167998,0.806676383,0.73444325,0.364924911,0.104959495,0.503053021,0,0,1,0,1,0
Alan,1.62E+12,0.27,16480504-2266,eget.volutpat.ornare@ullamcorper.edu,0.272727273,0.909090909,0.909090909,0,0.5,0.351166646,0.080279256,0.794404776,0.028193,0.003240675,0.812346472,0.514637605,0.684615447,0.850425777,0.252153076,0.22486505,0.5,1,1,1,0,0
Magee,1.64E+12,0.74,16930724-7354,dapibus.ligula@Etiamligulatortor.com,0.727272727,0.545454545,0.636363636,0,1,0.851612103,0.955503167,0.341625133,0.763969239,0.011913224,0.416137565,0.980771481,0.750524359,0.438245854,0.953664192,0.377337893,0.5,0,1,1,0,0
Vaughan,1.68E+12,0.27,16800223-8403,id.enim.Curabitur@Nam.org,0.909090909,0.727272727,0.181818182,1,0.5,0.895278157,0.032229055,0.117973748,0.575094891,0.581305435,0.352882419,0.325455368,0.474852774,0.033030016,0.921872877,0.981331097,0.5,0,1,0,1,0
Joel,1.65E+12,0.95,16480715-3996,et@Proinvelnisl.net,0.636363636,0.636363636,0.636363636,0,1,0.009134686,0.954029054,0.236626354,0.542263828,0.98236597,0.994376048,0.77095133,0.52242197,0.734460158,0.927866247,0.185892346,0,1,0,0,1,1
Mallory,1.63E+12,0.97,16910825-6448,eu@Cras.com,0.545454545,1,0.181818182,0,1,0.897138926,0.433681455,0.991135688,0.480847256,0.115985906,0.170777558,0.215602398,0.228324388,0.461865906,0.592164537,0.936893178,0.5,0,1,1,1,1
Katelyn,1.68E+12,0.9,16210228-4474,dictum.magna@dui.org,0.545454545,0.636363636,0.363636364,0,0.5,0.294238381,0.288017841,0.043644515,0.750134636,0.038378355,0.489954865,0.363301366,0.243060858,0.778286837,0.581296406,0.178118962,1,1,0,1,0,0
Shellie,1.66E+12,0.68,16611116-4395,ullamcorper.Duis.at@vestibulumneceuismod.com,0.818181818,0.727272727,0.636363636,1,1,0.522154433,0.053723265,0.562287637,0.104559543,0.446472255,0.692843949,0.568054441,0.339183221,0.928523173,0.068135248,0.540950936,0.5,0,1,1,1,0
Brett,1.69E+12,0.72,16381006-1048,ultricies.adipiscing@lectus.com,0.545454545,0.181818182,0.818181818,0,1,0.646262109,0.70872984,0.713857656,0.716827437,0.290901567,0.302853388,0.084080912,0.177904748,0.518111139,0.732510343,0.756531851,0.5,1,0,1,0,1
Adara,1.64E+12,0.77,16780103-7818,nec.quam.Curabitur@Maecenas.edu,0.181818182,0.454545455,0.909090909,0,0,0.745209929,0.094946606,0.936884245,0.855124491,0.179188524,0.097763014,0.955315681,0.486941927,0.592709022,0.717676431,0.79640544,0,1,0,0,0,0
Quinn,1.61E+12,0.55,16570516-1320,Proin.eget@Pellentesque.net,0.727272727,0.363636364,0.636363636,1,0.5,0.76559945,0.287381995,0.968039196,0.397985237,0.092130452,0.421347582,0.971401451,0.419840714,0.467236542,0.924461734,0.60015204,0,1,0,1,1,0
Carson,1.64E+12,0.66,16860824-9648,nec.imperdiet@Morbi.net,0.272727273,0.909090909,0.181818182,0,0.5,0.327642011,0.147717355,0.481450409,0.746833241,0.983258126,0.516746951,0.48152475,0.405903481,0.358652349,0.905201687,0.913089647,0.5,1,0,0,0,1
Cameron,1.67E+12,0.89,16260802-8185,cubilia.Curae.Phasellus@Nullam.co.uk,0.090909091,0.545454545,0.818181818,0,0.5,0.900601085,0.507896504,0.137095271,0.952318472,0.688772559,0.379583071,0.221224017,0.194268397,0.157944065,0.309856033,0.2777005,0,0,1,0,1,1
Kaye,1.63E+12,0.61,16471015-5856,pede.Cras.vulputate@natoquepenatibuset.com,0.363636364,1,1,0,1,0.294463929,0.920350406,0.827927669,0.8866962,0.046933454,0.213338688,0.428261384,0.698026631,0.418136993,0.077985486,0.34165125,1,1,0,1,1,1
Cooper,1.64E+12,0.7,16831116-1106,pede@tellusNunc.net,0.181818182,0.727272727,0.818181818,0,0.5,0.211879603,0.87309489,0.431338558,0.328192111,0.39879199,0.578656887,0.816055547,0.384691516,0.819102712,0.836023981,0.144955282,1,1,0,0,1,1
Camden,1.63E+12,0.44,16040204-5561,fringilla.est@Donec.co.uk,0.454545455,0.090909091,0.272727273,0,0.5,0.152289874,0.175181517,0.681276646,0.298134916,0.204992531,0.979574575,0.297833631,0.505811333,0.525132798,0.230356218,0.721169738,0,1,1,1,0,0
Dorothy,1.66E+12,0.36,16770605-1542,lorem@elementum.org,0.090909091,0.636363636,0.272727273,1,0,0.2811115,0.736184154,0.247077912,0.048998237,0.241574172,0.935003316,0.063231821,0.391944624,0.513295181,0.193043758,0.23064087,0.5,0,1,0,1,0
Caleb,1.67E+12,0.96,16581020-0518,Curabitur@semmolestie.com,0.818181818,0.454545455,0.272727273,0,0.5,0.872001624,0.64330448,0.514234969,0.449595336,0.146290979,0.927273649,0.381007796,0.072560244,0.352253025,0.829095315,0.391873376,1,0,0,1,1,0
Oprah,1.65E+12,0.03,16400713-1883,eros.turpis@neceuismodin.ca,0.272727273,0.909090909,0.363636364,1,1,0.812017187,0.340837814,0.07560908,0.125096944,0.859512769,0.400643105,0.978984915,0.03692857,0.994192351,0.404629782,0.498602885,0.5,1,1,0,1,0
Hasad,1.63E+12,0.06,16900214-6497,volutpat.Nulla@mattisCras.co.uk,0.454545455,0.818181818,0.727272727,0,1,0.619951958,0.397844604,0.687098771,0.346151528,0.984260811,0.954719271,0.727280669,0.976964387,0.578387702,0.555777545,0.682104151,1,0,1,1,1,1
Donna,1.64E+12,0.82,16190421-0737,In@auctorvelit.edu,0.090909091,0.545454545,0.636363636,1,1,0.843368331,0.083008125,0.424361568,0.641652042,0.400002584,0.161330654,0.5475979,0.006210487,0.420195735,0.046975415,0.371004444,0,0,0,0,1,1
Rajah,1.64E+12,0.88,16481121-7316,consequat@Proinvel.com,0.727272727,0.181818182,0.636363636,0,1,0.657223732,0.959338422,0.072743229,0.063417057,0.523680066,0.44359374,0.694068759,0.781188647,0.54263985,0.23596176,0.540257926,0.5,0,0,0,1,0
Arden,1.64E+12,0.88,16981015-5987,libero.lacus@molestie.com,0.090909091,0.272727273,0.454545455,1,0,0.839218251,0.052203802,0.878525272,0.333156185,0.430903897,0.856625759,0.569074424,0.286453745,0.203743933,0.46333304,0.528377482,0.5,1,0,1,0,0
Charles,1.61E+12,0.16,16250615-1345,tincidunt.aliquam@tellus.org,0.727272727,0.181818182,0.636363636,1,0,0.104315857,0.163202938,0.448270735,0.558499849,0.29703953,0.740350509,0.918477202,0.055364631,0.23687254,0.860176748,0.300742737,1,1,0,0,0,1
Molly,1.69E+12,0.2,16830422-4325,ligula@fringillaeuismodenim.net,0.727272727,0.363636364,0.363636364,0,1,0.678098181,0.662774636,0.475635698,0.491796299,0.735194071,0.354109065,0.80810544,0.293798017,0.400605414,0.41384552,0.322898697,0.5,1,1,0,1,1
Odette,1.61E+12,0.17,16340708-7778,a.arcu@sedturpis.ca,0.909090909,0.272727273,0.909090909,1,1,0.971423094,0.893315968,0.579894968,0.454904466,0.633014336,0.895704593,0.849427948,0.808278478,0.172249746,0.505281921,0.551471621,1,0,1,1,0,1
Kendall,1.66E+12,0.95,16200508-6265,lorem.sit.amet@quamelementum.org,0.363636364,0.636363636,0.818181818,1,0,0.180956999,0.937632494,0.656542347,0.196599485,0.253472295,0.94430791,0.765124601,0.466814873,0.628332743,0.107808827,0.391580193,0.5,1,1,0,0,0
Jesse,1.67E+12,0.17,16510217-3837,facilisi.Sed@egetvolutpatornare.edu,0.818181818,0.181818182,0.090909091,1,0.5,0.069062736,0.451786975,0.932269538,0.891293891,0.61729482,0.332303195,0.296414334,0.837879253,0.848818174,0.793186929,0.159757948,1,1,1,0,1,1
Tanisha,1.67E+12,0.51,16321209-7137,convallis.erat.eget@necdiamDuis.org,0.090909091,0.545454545,0.909090909,1,0.5,0.42918363,0.887193818,0.568752249,0.73415933,0.81037998,0.009468455,0.013788118,0.794458407,0.468910531,0.957573106,0.233334864,0.5,0,1,0,1,1
Duncan,1.66E+12,0.75,16010207-9209,interdum.Nunc@ullamcorperDuis.edu,0.909090909,0.727272727,0.636363636,0,0.5,0.174190565,0.253424594,0.790690967,0.586451209,0.242014393,0.536578293,0.138711464,0.795509725,0.267390267,0.597067235,0.258082775,0,0,1,0,1,1
Tashya,1.65E+12,0.14,16630314-5566,cursus.purus.Nullam@tristiquepellentesquetellus.ca,0.818181818,0.818181818,0.636363636,0,0,0.162078649,0.735276258,0.456044305,0.822266892,0.537342695,0.1223208,0.707159855,0.332747192,0.942811539,0.278962879,0.955446972,1,1,0,1,1,0
Martin,1.62E+12,1,16190209-9777,vehicula.risus.Nulla@egestasblanditNam.net,0.454545455,0.545454545,0.545454545,0,0,0.308695995,0.376818742,0.096072532,0.10171741,0.782677823,0.898520976,0.399128363,0.891894771,0.312292491,0.440062247,0.132431764,0.5,1,0,1,1,1
Rose,1.62E+12,0.33,16490512-3040,egestas.a@orcitincidunt.co.uk,0.545454545,0.636363636,0.090909091,1,0.5,0.133873896,0.913584566,0.722104277,0.035213706,0.214851515,0.573196513,0.396709446,0.254922832,0.390813038,0.998561249,0.113524621,0,1,1,0,1,1
Colt,1.68E+12,0.32,16691201-2736,Sed.eget@lacusvestibulumlorem.co.uk,0.818181818,0.454545455,0.181818182,0,0,0.489833433,0.988601969,0.448213744,0.61956195,0.31600144,0.851070709,0.506021162,0.262084136,0.585330571,0.720702489,0.888514021,0,1,1,1,0,0
Victoria,1.65E+12,0.78,16741202-9980,eget.laoreet@aliquet.edu,0.909090909,0.818181818,0.636363636,0,0.5,0.04510956,0.617005094,0.381358169,0.429564963,0.519967838,0.59673159,0.101289771,0.924095985,0.894746282,0.06362915,0.676648314,0,0,1,0,0,0
Nadine,1.69E+12,0.68,16550415-7156,metus@hendrerit.ca,0.363636364,0.090909091,1,1,0,0.620414331,0.768217422,0.120776309,0.945932765,0.105296302,0.828745969,0.399923392,0.311364584,0.049881483,0.379903354,0.185813303,0.5,0,1,0,0,0
Fritz,1.61E+12,0.29,16690928-8141,ipsum.dolor.sit@egetlaoreet.com,0.363636364,0.818181818,0.181818182,0,1,0.37659716,0.223641915,0.156640807,0.091827838,0.470947392,0.288863486,0.649440597,0.02980155,0.568770836,0.613965092,0.029658549,0.5,1,0,1,1,1
Elizabeth,1.68E+12,0.66,16440224-2053,libero@Integervulputate.com,1,0.909090909,0.363636364,1,0.5,0.12426556,0.601771824,0.17219009,0.501562881,0.946694592,0.531724541,0.925470181,0.383809162,0.658296509,0.217738758,0.458335055,0.5,1,1,1,1,0
Harding,1.64E+12,0.6,16100325-9379,cursus@sed.com,0.181818182,0.545454545,0.181818182,0,0,0.890237164,0.931376033,0.717895511,0.857359221,0.332818585,0.576013994,0.742640551,0.611597432,0.800067949,0.614981788,0.578936532,0.5,0,0,0,1,1
Benjamin,1.65E+12,0.38,16470701-5840,Cras@bibendumDonec.net,0.636363636,1,0.909090909,1,0,0.525650423,0.817835751,0.917654348,0.737110518,0.826771755,0.039849667,0.988114906,0.406984011,0.110842121,0.116799213,0.088119763,1,1,0,1,1,1
Winter,1.62E+12,0.99,16391226-5976,fermentum.convallis.ligula@habitantmorbitristique.ca,0.454545455,0.636363636,0.181818182,1,0,0.843052564,0.875638876,0.151433992,0.721264986,0.614128363,0.001488806,0.246398405,0.819110162,0.477378254,0.616816851,0.305534282,0.5,1,0,1,0,0
Astra,1.63E+12,0.49,16540808-6626,lobortis.quam@montesnascetur.ca,0.454545455,0.545454545,0.909090909,1,1,0.512016059,0.520037153,0.634203341,0.189703498,0.463824375,0.645442513,0.540804217,0.565133951,0.416434653,0.6832656,0.499938426,0,0,0,0,1,1
Jaquelyn,1.64E+12,0.17,16601112-3657,auctor.nunc@Utnecurna.org,0.454545455,0.454545455,0.727272727,0,0,0.809378277,0.75722229,0.040201955,0.866750923,0.655274651,0.68489146,0.511218357,0.956578438,0.199109124,0.441065556,0.074614944,1,1,0,1,0,0
Lesley,1.69E+12,0.23,16300429-2888,turpis.egestas.Fusce@euenimEtiam.org,0.363636364,0.272727273,0.636363636,1,0.5,0.398926392,0.575101174,0.945601467,0.364811397,0.422898667,0.373591189,7.11E-06,0.773506899,0.632926682,0.329929044,0.865757484,0.5,0,0,1,0,0
Paki,1.66E+12,0.42,16120707-6389,adipiscing.Mauris@enimsit.ca,0.454545455,0.272727273,0.454545455,1,0.5,0.415447769,0.37613645,0.187671551,0.908582987,0.436695601,0.09184133,0.914241872,0.453312218,0.007712251,0.894696413,0.493653169,0,0,0,1,1,1
Scott,1.62E+12,0.28,16630603-2605,ac.mi@in.edu,0.909090909,0.454545455,0.636363636,1,0.5,0.397629493,0.775477529,0.054122821,0.776062061,0.053557361,0.444880191,0.087722623,0.798895718,0.87906575,0.030833758,0.351556362,0,0,1,1,1,0
Caldwell,1.63E+12,0.2,16281110-4823,felis.Donec@Proin.net,0.818181818,0.909090909,0.818181818,1,0.5,0.007894173,0.667576972,0.266154716,0.898079472,0.534157859,0.867304404,0.021195398,0.271829507,0.368098329,0.363487871,0.46386745,0,1,1,1,1,0
Salvador,1.66E+12,0.31,16170909-4062,fermentum.vel@volutpatNulla.edu,0.181818182,0.818181818,0.909090909,1,0.5,0.432972833,0.242487345,0.947131698,0.071027629,0.050441321,0.264391658,0.050569157,0.68196371,0.032616695,0.740190389,0.377430024,0,1,0,1,1,0
Halee,1.62E+12,0.97,16871002-1117,adipiscing.lobortis.risus@velpede.co.uk,0.272727273,0.545454545,0.636363636,1,1,0.938267567,0.959713962,0.517161577,0.622183493,0.419030874,0.482249745,0.977241062,0.537022391,0.256510604,0.58140604,0.075249041,0.5,0,1,0,1,1
Megan,1.69E+12,0.95,16890307-5862,sit.amet.orci@a.org,1,0.181818182,0.090909091,1,1,0.719520034,0.945748651,0.673197344,0.493104005,0.933145087,0.905829801,0.930725391,0.754383706,0.639440951,0.837290817,0.964332879,0,1,0,0,0,0
Melyssa,1.66E+12,0.52,16270319-9428,Sed@eratvel.edu,0.909090909,0.181818182,0.818181818,1,0.5,0.592536623,0.350707831,0.498433024,0.917217286,0.304898469,0.811141372,0.525908658,0.68588799,0.955235134,0.554326642,0.520409543,0,0,0,1,1,1
Ivor,1.66E+12,0.52,16780625-5282,pede.et@risus.net,0.090909091,0.454545455,0.454545455,0,0.5,0.93851567,0.735428118,0.345539312,0.784234607,0.733158883,0.685973178,0.870913041,0.375844063,0.989819401,0.044024682,0.952813898,1,0,1,1,1,0
Upton,1.68E+12,0.49,16201116-1169,lobortis@nuncullamcorper.net,0.454545455,0.272727273,0.727272727,0,0,0.396524308,0.583109607,0.037236966,0.10877157,0.31717271,0.025642083,0.578554129,0.629605695,0.552718051,0.918973106,0.931838191,0.5,0,1,0,1,1
Thor,1.60E+12,0.35,16690717-3212,nulla.Integer.urna@Integervitaenibh.co.uk,0.545454545,0.272727273,0.454545455,1,0.5,0.428450599,0.794776813,0.495398988,0.474185917,0.200570451,0.414548237,0.182350743,0.397074078,0.678146266,0.803115971,0.925527633,1,0,0,0,0,0
Lani,1.67E+12,0.89,16830410-7264,congue.elit@Fuscealiquet.edu,0.636363636,0.545454545,0.272727273,0,0,0.663223304,0.422719808,0.023191578,0.54504533,0.295726702,0.771060297,0.048283559,0.968280578,0.905213076,0.043837592,0.531915667,0.5,1,1,0,0,0
Drew,1.62E+12,0.51,16441121-5835,pede.Praesent@orciconsectetuereuismod.edu,0.454545455,0.181818182,0.727272727,0,0.5,0.660437788,0.034217473,0.844824814,0.106458621,0.142974582,0.683411261,0.804671305,0.786569955,0.454194751,0.719954348,0.660522484,1,1,1,0,1,0
Ethan,1.68E+12,0.33,16431127-3884,nec.tempus.scelerisque@molestie.net,0.909090909,0.181818182,0.454545455,0,0,0.903194885,0.691045005,0.128944958,0.270754862,0.246054021,0.237124048,0.695307872,0.964458466,0.75830369,0.113215285,0.418170187,1,1,1,1,1,1
Ivana,1.61E+12,0.96,16900713-9711,elit.dictum@gravidaAliquamtincidunt.net,0.454545455,0.636363636,0.818181818,0,0,0.966528707,0.820429762,0.153179503,0.068546166,0.71316845,0.105615258,0.999986356,0.852420214,0.777393303,0.705351787,0.969292681,0,0,1,0,1,0
Natalie,1.70E+12,0.51,16781213-8761,porttitor.tellus@liberoProin.co.uk,0.454545455,0.363636364,0.909090909,0,0,0.784071814,0.17110493,0.957492835,0.892574511,0.333237641,0.571507647,0.835845312,0.270759691,0.023548675,0.952664919,0.578101352,1,1,0,1,0,0
Emi,1.64E+12,0.47,16231027-7658,euismod.in@Morbinonsapien.com,0.272727273,0.636363636,0.818181818,0,1,0.03793714,0.868407265,0.440615317,0.080773322,0.615054549,0.267419293,0.646263733,0.542782226,0.114160147,0.705063612,0.303722987,1,1,1,0,0,0
Eve,1.67E+12,0.63,16771103-7650,fames@euarcuMorbi.co.uk,0.818181818,0.181818182,0.545454545,0,1,0.744488176,0.777790189,0.997220034,0.402635455,0.233469147,0.377722882,0.696626465,0.076165119,0.160105207,0.105505762,0.212490298,0,1,1,1,0,0
Aspen,1.66E+12,0.57,16480721-6439,tincidunt@quamelementumat.ca,0.181818182,0.727272727,1,1,1,0.552186122,0.054324116,0.295553142,0.821934683,0.037994094,0.656659593,0.80909472,0.138136486,0.426575808,0.011736117,0.736850472,0,1,1,0,1,1
Pamela,1.69E+12,0.96,16391008-9014,vehicula.aliquet@montesnascetur.co.uk,0.272727273,0.272727273,0.909090909,0,0.5,0.11610073,0.204778345,0.695347085,0.71248012,0.366007908,0.15170712,0.506925852,0.42987536,0.077044836,0.435154588,0.368955523,0,0,0,0,1,1
Oliver,1.62E+12,0.84,16241223-5604,nonummy.ac.feugiat@necenim.com,0.181818182,0.454545455,0.818181818,1,0,0.438476199,0.614223856,0.175773547,0.433810497,0.295573076,0.602078699,0.954575132,0.452216792,0.355141485,0.166714337,0.556562815,0.5,1,1,0,1,1
Leo,1.66E+12,0.78,16450816-3278,a.tortor.Nunc@sem.com,0.727272727,0.909090909,0.727272727,1,1,0.336844361,0.926441867,0.947707865,0.433934467,0.696432207,0.633933456,0.98813735,0.191653075,0.708106248,0.99168685,0.8518897,0.5,1,1,0,0,1
Myles,1.69E+12,0.64,16340715-5971,velit.in.aliquet@ipsum.org,0.272727273,0.727272727,0.636363636,1,0.5,0.898977141,0.635253482,0.499727361,0.014955084,0.689074199,0.805333287,0.085746545,0.712505561,0.056806712,0.669200455,0.871270569,0.5,0,1,1,0,0
Bruce,1.60E+12,0.56,16810101-6981,egestas@consequatenimdiam.edu,0.181818182,0.727272727,0.909090909,1,0,0.462609814,0.712840145,0.693161834,0.197056673,0.849581607,0.961815808,0.749297748,0.380126168,0.443125133,0.447410971,0.716892205,0,0,0,1,1,0
Beatrice,1.62E+12,0.55,16770416-3216,a@Donec.org,0.727272727,0.727272727,0.818181818,0,0.5,0.41125258,0.832901825,0.570267604,0.489770692,0.264548055,0.02064267,0.484494858,0.732334169,0.411996199,0.989929937,0.178370983,0,0,0,0,0,1
Eric,1.60E+12,0.98,16730322-5697,morbi.tristique@imperdietnonvestibulum.net,0.363636364,0.181818182,0.181818182,0,1,0.179795428,0.435191056,0.572902475,0.450002517,0.730079709,0.471570348,0.525202094,0.960703343,0.299521527,0.579965823,0.429185499,1,0,1,1,0,1
Ava,1.67E+12,0.74,16810209-4458,nibh.sit.amet@Aenean.com,0.727272727,0.727272727,0.363636364,0,0.5,0.712595717,0.551876134,0.884470558,0.978716603,0.120610346,0.938727487,0.280634864,0.125004666,0.756727559,0.925615463,0.841571576,0.5,0,1,1,0,0
Darrel,1.65E+12,0.33,16600218-3504,sed.dolor@tincidunt.co.uk,0.363636364,0.636363636,0.363636364,0,0.5,0.175239363,0.115808423,0.513665502,0.66249429,0.107567795,0.246785679,0.471967717,0.268152846,0.937244312,0.999661242,0.359811236,0,0,0,0,0,1
Kyra,1.61E+12,0.52,16961224-4070,Nulla.aliquet@velitAliquamnisl.com,0.454545455,0.181818182,0.727272727,0,0.5,0.60745661,0.361565924,0.221807274,0.201789588,0.771583529,0.846453667,0.702999747,0.646076576,0.885204769,0.057725238,0.587726084,0,0,0,0,1,0
Claire,1.63E+12,0.69,16300426-9753,iaculis.nec.eleifend@etrutrumeu.ca,0.181818182,0.454545455,0.272727273,0,0.5,0.75786316,0.550064675,0.849785699,0.210581178,0.971251842,0.982169554,0.322757271,0.907927381,0.739538602,0.531839537,0.478459142,1,1,0,0,0,0
Xena,1.68E+12,0.59,16550207-4098,quis.diam@nonenimcommodo.co.uk,0.545454545,0.090909091,0.818181818,0,1,0.94823678,0.584649063,0.124685282,0.470995455,0.008279966,0.775807636,0.19496918,0.523717144,0.877586136,0.42657409,0.976756849,1,1,1,1,0,1
Colorado,1.69E+12,0.62,16620308-5375,eget.volutpat@Duis.edu,0.272727273,0.181818182,0.545454545,1,0.5,0.728113405,0.277243353,0.620761535,0.023583173,0.365863504,0.344488734,0.449612585,0.574392008,0.147183249,0.624200952,0.416648113,0,1,1,1,1,1
Keith,1.65E+12,0.37,16480912-8582,non@Curabiturvel.com,0.363636364,0.181818182,0.727272727,0,1,0.739988497,0.91230627,0.215236277,0.156526276,0.942533293,0.400095315,0.509314133,0.30800107,0.928332596,0.303485128,0.718326063,1,1,1,1,1,1
